genes,symbol,average_foldchange,DLBC,LUAD,BRCA,ACC,SARC,CESC,LIHC,KIRC,PCPG,BLCA,READ,UCEC,LUSC,UCS,KICH,OV,THCA,KIRP,UVM,HNSC,Description,Protein Functions (ChatGPT),Disease & Drugs (ChatGPT),Biological Process (GO),Kinase Class (UniProt),Protein Function (Protein Atlas),Subcellular Location (Protein Atlas),Drug (DrugBank),"Canonical Pathways
","Hallmark Gene Sets
"
ENSG00000157500.12,APPL1,-0.55467959,-0.116465325,-0.305784301,-0.605984233,-1.180882476,-0.674207757,-0.475042696,-0.605741984,-0.563761764,-0.713583923,-0.408989879,-0.177411038,-0.180534809,-0.177697096,-1.042593005,-0.706241104,-0.228545327,-0.366687595,-0.515033103,-1.281658253,-0.766746137,"adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 1","APPL1 is a human gene that encodes for an adaptor protein called Adaptor Protein, Phosphotyrosine Interacting with PH Domain and Leucine Zipper 1. This protein is involved in regulating cell proliferation and acts as a mediator between the adiponectin and insulin signaling pathways. APPL1 binds to various proteins, including RAB5A, DCC, AKT2, PIK3CA, adiponectin receptors, and proteins of the NuRD/MeCP1 complex. It is primarily found associated with endosomal membranes, but can be released by EGF and translocated to the nucleus. Overall, APPL1 plays a crucial role in cellular signaling and may have implications in various diseases.","There is growing evidence that APPL1 may play a role in the development and progression of various diseases, including cancer, diabetes, and cardiovascular disease. For example, studies have shown that APPL1 expression is reduced in certain types of cancer, and that restoring its expression can inhibit tumor growth. Additionally, APPL1 has been implicated in insulin resistance and metabolic disorders, and may be a potential target for the development of new diabetes treatments. There are currently no drugs on the market that specifically target APPL1, but researchers are actively exploring its potential as a therapeutic target. One study found that a small molecule inhibitor of APPL1 could reduce tumor growth in mice, while another study showed that a peptide derived from APPL1 could improve insulin sensitivity in obese mice. These findings suggest that APPL1 may be a promising target for drug discovery efforts in the future.",GO:1905450 negative regulation of Fc-gamma receptor signaling pathway involved in phagocytosis;GO:1905303 positive regulation of macropinocytosis;GO:1905449 regulation of Fc-gamma receptor signaling pathway involved in phagocytosis,,Disease related genes; Predicted intracellular proteins; Human disease related genes:Endocrine and metabolic diseases:Diabetes,Plasma membrane;Vesicles (Supported); Additional: Actin filaments;Cytosol,,(M58)PID AR PATHWAY,
ENSG00000110422.12,HIPK3,-0.538926341,-0.952847339,-0.618415147,-0.821990436,-1.015120206,-0.971804021,-0.465897453,-0.687910382,-0.295402947,-0.786323613,-0.967600597,-0.237367865,-0.382558208,-0.284208398,-0.117656204,-0.584260641,-0.207424802,-0.336862164,-0.428918304,-0.223874999,-0.392083087,homeodomain interacting protein kinase 3,"HIPK3, or homeodomain interacting protein kinase 3, is a gene that encodes a protein with serine/threonine kinase activity. It plays a role in mRNA transcription, negative regulation of apoptosis, and protein phosphorylation. HIPK3 is located in the cytosol, nuclear body, and plasma membrane.","There is limited information available on the disease implications of HIPK3. However, some studies have suggested that it may play a role in cancer progression and metastasis. Targeted drug discovery efforts for HIPK3 are also limited, but some studies have identified potential inhibitors of HIPK3 that could be used for cancer treatment. One example is a compound called CGP60474, which has been shown to inhibit HIPK3 activity and induce apoptosis in cancer cells. Another example is a compound called LLL12, which has been shown to inhibit HIPK3 and other kinases involved in cancer cell survival and proliferation. However, neither of these compounds have been approved for clinical use yet. Overall, more research is needed to fully understand the disease implications of HIPK3 and to develop effective targeted therapies.",GO:0043508 negative regulation of JUN kinase activity;GO:0043407 negative regulation of MAP kinase activity;GO:0046329 negative regulation of JNK cascade,yes,Enzymes; Kinases:CMGC Ser/Thr protein kinases; Predicted intracellular proteins; ENZYME proteins:Transferases,Cytosol (Supported); Additional: Nuclear bodies,Fostamatinib,,
ENSG00000112701.18,SENP6,-0.519839799,-0.382726039,-0.480659078,-0.328916476,-0.58410967,-0.589083793,-0.532488834,-0.701553553,-0.212811329,-0.396720176,-0.533641142,-0.937764788,-0.082511355,-0.546584379,-0.788419699,-0.713600482,-0.283996233,-0.289216278,-0.443798457,-1.154005,-0.414189218,SUMO specific peptidase 6,"SENP6 is a gene that encodes for a protein called SUMO specific peptidase 6. This protein is involved in the process of attaching ubiquitin-like molecules (UBLs) to target proteins, which can help with protein stabilization and targeting. However, before UBLs can be attached, the tail sequences of UBL precursor proteins need to be removed by UBL-specific proteases like SENP6. Additionally, SENP6 can also remove UBLs from already-conjugated substrates. Overall, SENP6 plays an important role in regulating protein modification and stability.","Research on SENP6 and its potential implications in disease is still in its early stages. However, studies have suggested that dysregulation of SENP6 activity may be involved in the development of certain cancers, such as breast cancer and hepatocellular carcinoma. Targeting SENP6 with small molecule inhibitors has been explored as a potential therapeutic strategy for these cancers. One example is the compound ML792, which has been shown to inhibit SENP6 activity and reduce tumor growth in preclinical models of breast cancer. Another potential application of SENP6 inhibitors is in the treatment of viral infections, as SENP6 has been shown to play a role in the replication of certain viruses, such as human cytomegalovirus. However, more research is needed to fully understand the therapeutic potential of targeting SENP6.",GO:0090234 regulation of kinetochore assembly;GO:0090230 regulation of centromere complex assembly;GO:0016926 protein desumoylation,,Peptidases:Cysteine-type peptidases; Enzymes; Predicted intracellular proteins,Nucleoplasm (Supported); Additional: Cytosol,,,
ENSG00000131375.10,CAPN7,-0.506095558,-0.685449155,-0.383740108,-0.547330525,-0.961854552,-0.421234687,-0.523890879,-0.573904427,-0.083400359,-0.907668724,-0.096481308,-0.554047235,-0.133176739,-0.107036633,-0.550599744,-0.620795821,-0.488186678,-0.604037349,-0.375631498,-0.864772506,-0.63867224,calpain 7,"CAPN7, also known as calpain 7, is a gene that encodes for a protein belonging to the calpain family of calcium-dependent, cysteine proteases. Calpains are involved in various cellular processes and have been implicated in neurodegenerative diseases. The function of CAPN7 is not well understood, but it has been found to have an orthologue in mice that diverges from other family members and is thought to be calcium independent with protease activity. Further research is needed to fully understand the role of CAPN7 in human biology and disease.","There is limited information available on the disease implications of CAPN7. However, studies have suggested that mutations in the gene may be associated with neurodegenerative disorders such as Alzheimer's disease and Parkinson's disease. Targeted drug discovery efforts for CAPN7 are also limited, as the function of the protein is not well understood. However, some studies have suggested that calpain inhibitors may have potential therapeutic benefits for neurodegenerative diseases. Currently, there are no drugs on the market that specifically target CAPN7. However, there are several calpain inhibitors that have been approved for other indications, such as the anti-epileptic drug carbamazepine and the anti-inflammatory drug celecoxib. Further research is needed to fully understand the potential therapeutic implications of targeting CAPN7.",GO:0097264 self proteolysis;GO:0010634 positive regulation of epithelial cell migration;GO:0010632 regulation of epithelial cell migration,,Peptidases:Cysteine-type peptidases; Enzymes; Predicted intracellular proteins,Cytosol (Approved); Additional: Centrosome,,,
ENSG00000115307.17,AUP1,0.480685248,0.343819713,0.752371602,0.947659132,0.264019783,0.801968471,0.526599357,0.553910778,0.507734101,0.52906712,0.638321884,0.546670189,0.525875758,0.378630809,0.21866816,0.161391179,0.431453808,0.326548717,0.386408902,0.517547477,0.255038022,AUP1 lipid droplet regulating VLDL assembly factor,"AUP1 is a human gene that plays a role in quality control of misfolded proteins in the endoplasmic reticulum and lipid droplet accumulation. Lipid droplets are organelles that store neutral lipids to prevent the overabundance of free cholesterol and fatty acids in cells. AUP1 is involved in regulating the clustering of lipid droplets, which is dependent on ubiquitination of the protein. The protein contains multiple domains, including a hydrophobic N-terminal domain, an acetyltransferase domain, a ubiquitin-binding CUE domain, and a UBE2B2-binding domain. Alternative splicing results in multiple transcript variants.","There is limited information on the disease implications of AUP1, but recent studies have suggested its potential involvement in metabolic disorders such as obesity and non-alcoholic fatty liver disease (NAFLD). AUP1 has been shown to regulate lipid droplet accumulation, which is a hallmark of NAFLD. Additionally, AUP1 has been linked to insulin resistance, a key feature of type 2 diabetes. 

There are currently no targeted drug discovery efforts specifically for AUP1, but there are drugs on the market that target related pathways. For example, drugs that target lipid metabolism, such as statins and fibrates, are commonly used to treat hyperlipidemia and prevent cardiovascular disease. Additionally, drugs that target insulin resistance, such as metformin, are used to treat type 2 diabetes. 

Overall, while there is still much to be learned about the role of AUP1 in disease, its involvement in lipid metabolism and insulin resistance suggests that it may be a potential target for drug development in the future.",GO:0061724 lipophagy;GO:1990044 protein localization to lipid droplet;GO:0140042 lipid droplet formation,,,Nucleoplasm;Vesicles (Approved),,,
ENSG00000099341.11,PSMD8,0.486457201,0.647080853,1.093889249,0.565699886,0.489363106,0.357468521,0.662953377,0.314508546,0.501719863,0.610831154,0.908696039,0.478780428,0.489501029,0.538760011,0.050194612,0.38461723,0.60311137,0.124217768,0.15811172,0.495612832,0.254026422,"proteasome 26S subunit, non-ATPase 8","PSMD8 is a gene that encodes a non-ATPase subunit of the 19S regulator of the 26S proteasome, a protein complex that cleaves peptides in a non-lysosomal pathway. The 26S proteasome is composed of a 20S core and a 19S regulator, with the latter containing a base and a lid. The base contains 6 ATPase subunits and 2 non-ATPase subunits, while the lid contains up to 10 non-ATPase subunits. PSMD8 is involved in the processing of class I MHC peptides, an essential function of the modified proteasome known as the immunoproteasome. A pseudogene of PSMD8 has been identified on chromosome 1.","PSMD8 has been implicated in various diseases, including cancer, neurodegenerative disorders, and viral infections. In cancer, PSMD8 has been shown to be overexpressed in several types of tumors, including breast, lung, and prostate cancer, and its inhibition has been proposed as a potential therapeutic strategy. In neurodegenerative disorders, PSMD8 has been linked to the accumulation of misfolded proteins, such as alpha-synuclein in Parkinson's disease and beta-amyloid in Alzheimer's disease. In viral infections, PSMD8 has been shown to play a role in the replication of several viruses, including HIV and hepatitis B virus.

Targeted drug discovery efforts for PSMD8 have focused on the development of small molecule inhibitors that can selectively target the proteasome and inhibit its activity. Several drugs targeting the proteasome have been approved for the treatment of multiple myeloma, a type of blood cancer, including bortezomib and carfilzomib. However, these drugs are not specific to PSMD8 and can also inhibit other proteasome subunits.

In recent years, there has been growing interest in developing more selective inhibitors of PSMD8 for the treatment of cancer and other diseases. One example is the small molecule inhibitor RA190, which has been shown to selectively inhibit PSMD8 and induce apoptosis in cancer cells. Another example is the natural product curcumin, which has been shown to inhibit PSMD8 and suppress the growth of cancer cells.

Overall, PSMD8 is an important target for drug discovery efforts in various diseases, and the development of more selective inhibitors could lead to the development of more effective and less toxic therapies.",GO:0043161 proteasome-mediated ubiquitin-dependent protein catabolic process;GO:0010498 proteasomal protein catabolic process;GO:0006511 ubiquitin-dependent protein catabolic process,,Predicted intracellular proteins,Cytosol (Approved); Additional: Nuclear speckles,,,(M5926)HALLMARK MYC TARGETS V1
ENSG00000120509.11,PDZD11,0.506765172,0.319627814,1.072494841,0.29541178,1.164920544,0.610972015,0.395733219,0.330736754,0.811181585,0.3570463,0.793072992,0.300033632,0.452128036,0.729192494,0.299784832,0.218144252,0.616295256,0.40320514,0.495195958,0.390212976,0.07991301,PDZ domain containing 11,"PDZD11 is a human gene that encodes a protein containing a PDZ domain, which enables binding to the C-terminus of other proteins. This gene is involved in the assembly of pore complexes and is located in the basolateral plasma membrane and cytosol. It is a part of the pore complex, which is a structure that regulates the movement of molecules in and out of cells. The function of PDZD11 is important for maintaining the integrity of the pore complex and ensuring proper cellular function.","There is limited information available on the disease implications of PDZD11. However, recent studies have suggested that mutations in this gene may be associated with certain types of cancer, including breast and ovarian cancer. Targeted drug discovery efforts for PDZD11 are currently underway, with a focus on developing drugs that can modulate the function of the pore complex and potentially treat cancer. One example of a successful drug targeting the pore complex is the chemotherapy drug cisplatin, which works by binding to the DNA in cancer cells and preventing cell division. However, cisplatin can also cause significant side effects, and there is a need for more targeted therapies that can selectively target cancer cells while minimizing harm to healthy cells.",GO:0008582 regulation of synaptic assembly at neuromuscular junction;GO:1904396 regulation of neuromuscular junction development;GO:0046931 pore complex assembly,,Predicted intracellular proteins,,,,
ENSG00000182544.9,MFSD5,0.510460893,0.266896179,0.432867286,0.412087818,0.386141986,1.029168549,0.837305499,0.568168269,0.820222287,0.664191302,0.529569802,0.291388902,0.405400499,0.036888404,1.067150437,0.291329477,0.166910823,0.463540922,0.473184682,0.603036969,0.463767765,major facilitator superfamily domain containing 5,MFSD5 is a human gene that is predicted to enable the transport of molybdate ions across the cell membrane. It is also predicted to be involved in the process of molybdate ion transport. The gene is located in the membrane and its function is important for the proper functioning of the body. The information about this gene is provided by the Alliance of Genome Resources in April 2022.,"There is limited information available on the disease implications of MFSD5. However, mutations in this gene have been associated with a rare genetic disorder called autosomal recessive nonsyndromic intellectual disability (ARNSID). ARNSID is characterized by intellectual disability, delayed speech and language development, and other neurological symptoms. 

As for targeted drug discovery efforts, there is currently no known drug that specifically targets MFSD5. However, the identification of this gene and its role in molybdate ion transport may provide a potential target for drug development in the future. 

There are currently no successful drugs on the market that target MFSD5. However, there are drugs that target other genes involved in molybdate ion transport, such as the molybdenum cofactor biosynthesis pathway. For example, cPMP (cyclic pyranopterin monophosphate) is a drug that is used to treat patients with molybdenum cofactor deficiency, a rare genetic disorder that affects the biosynthesis of molybdenum cofactor. The molybdenum cofactor is essential for the proper functioning of several enzymes involved in the metabolism of sulfur-containing amino acids, purines, and pyrimidines.",GO:0015689 molybdate ion transport;GO:0015698 inorganic anion transport;GO:0006811 monoatomic ion transport,,Transporters:Electrochemical Potential-driven transporters,,,,
ENSG00000168090.10,COPS6,0.522062336,1.282010559,0.744226199,0.769084933,0.890718023,0.683988631,0.717100154,0.300227896,0.756529356,0.433783869,0.263645676,0.301478718,0.671552351,0.83340424,0.099536307,0.269072719,0.241464111,0.35764423,0.455941699,0.304527416,0.065309627,COP9 signalosome subunit 6,"COPS6 is a human gene that encodes one of the eight subunits of COP9 signalosome, a protein complex that regulates multiple signaling pathways. It has a similar structure and function to the 19S regulatory particle of 26S proteasome. COPS6 interacts with SCF-type E3 ubiquitin ligases and acts as a positive regulator of E3 ubiquitin ligases. It belongs to the eIF3 superfamily and is involved in regulating the cell cycle. It is also likely to be a cellular cofactor for HIV-1 accessory gene product Vpr.","There is limited information available on the disease implications of COPS6. However, studies have shown that dysregulation of the COP9 signalosome complex, of which COPS6 is a subunit, is associated with various diseases, including cancer, neurodegenerative disorders, and viral infections. Targeted drug discovery efforts for COPS6 are also limited, but some studies have suggested that targeting the COP9 signalosome complex could be a potential therapeutic strategy for cancer treatment. Currently, there are no drugs on the market that specifically target COPS6 or the COP9 signalosome complex. However, bortezomib, a proteasome inhibitor used in the treatment of multiple myeloma, has been shown to inhibit the activity of the COP9 signalosome complex. Additionally, some natural compounds, such as curcumin and resveratrol, have been shown to inhibit the activity of the COP9 signalosome complex and have potential as anticancer agents.",GO:0000338 protein deneddylation;GO:2000434 regulation of protein neddylation;GO:0045116 protein neddylation,,Peptidases:Metallopeptidases; Enzymes; Predicted intracellular proteins,Nucleoplasm (Supported),,,
ENSG00000170473.17,PYM1,0.525095439,1.209968073,0.710072896,0.465141274,0.786439265,0.804634337,0.54346759,0.371139819,0.55883259,0.632488737,0.881968178,0.065453872,0.601260461,0.162106535,0.227579212,0.571642142,0.43772978,0.308552229,0.362763575,0.350828959,0.449839249,"PYM homolog 1, exon junction complex associated factor","PYM1, also known as PYM homolog 1, is a human gene that plays a role in various cellular processes. It is involved in disassembling the exon-exon junction complex, a structure that connects exons in mRNA, and in regulating the decay of mRNA through a process called nonsense-mediated decay. PYM1 also positively regulates translation, the process by which mRNA is used to synthesize proteins. The gene is located in several cellular compartments, including cell junctions, the cytosol, and the nuclear lumen. It is part of the exon-exon junction complex, a complex of proteins that is involved in mRNA processing.","There is limited information available on the disease implications of PYM1. However, recent studies have suggested that PYM1 may play a role in cancer progression and metastasis. Specifically, PYM1 has been shown to promote the translation of oncogenic mRNAs, which can contribute to tumor growth and survival. As such, PYM1 may be a potential target for cancer therapy. 

There are currently no drugs on the market that specifically target PYM1. However, there have been efforts to develop drugs that target the exon-exon junction complex, of which PYM1 is a component. One example is the drug E7107, which inhibits the splicing of pre-mRNA and has shown promise in preclinical studies for the treatment of various cancers. Another example is the drug Pladienolide B, which also inhibits splicing and has shown efficacy in preclinical studies for the treatment of leukemia and other cancers. 

Overall, while there is still much to be learned about the role of PYM1 in disease, targeting the exon-exon junction complex, of which PYM1 is a part, may hold promise for the development of novel cancer therapies.","GO:1903259 exon-exon junction complex disassembly;GO:0000184 nuclear-transcribed mRNA catabolic process, nonsense-mediated decay;GO:0000956 nuclear-transcribed mRNA catabolic process",,Predicted intracellular proteins,Cytosol;Nucleoli;Nucleoplasm (Supported); Additional: Cell Junctions,,,
ENSG00000172500.13,FIBP,0.525805389,1.155952705,0.603420037,0.744334935,0.548420473,1.174307415,0.436290258,0.490361516,0.674293271,0.327884144,0.133951379,0.2542982,0.498211009,0.479128564,0.214213991,0.427587187,0.552345816,0.406887334,0.335607529,0.751515365,0.30709665,FGF1 intracellular binding protein,FIBP (FGF1 intracellular binding protein) is a human gene that encodes an intracellular protein that selectively binds to acidic fibroblast growth factor (aFGF). aFGF is known to stimulate mitogenesis and induce morphological changes and differentiation in various cell types. FIBP is believed to be involved in the mitogenic action of aFGF. The gene has two transcript variants that encode different isoforms.,"There is limited information available on the disease implications of FIBP. However, research has suggested that FIBP may play a role in cancer progression and metastasis. Specifically, FIBP has been found to be overexpressed in various types of cancer, including breast, lung, and pancreatic cancer. Targeted drug discovery efforts for FIBP are currently limited, but there is potential for the development of drugs that target FIBP to inhibit cancer cell growth and metastasis. Currently, there are no drugs on the market that specifically target FIBP. However, there are drugs that target aFGF, the protein that FIBP binds to, such as the anti-cancer drug Doxorubicin, which has been shown to inhibit aFGF-induced angiogenesis and tumor growth.",GO:0070527 platelet aggregation;GO:0034109 homotypic cell-cell adhesion;GO:0030168 platelet activation,,Disease related genes; Predicted intracellular proteins; Human disease related genes:Congenital malformations:Other congenital malformations,Nuclear speckles (Supported),,,
ENSG00000100216.6,TOMM22,0.545449098,1.018739049,0.926944978,0.789701332,0.622470157,0.305683678,0.347625879,0.788498158,0.665290125,0.807901765,0.772100993,0.27522025,0.419961076,0.801522547,0.235377124,0.052357767,0.606910791,0.43001377,0.391900061,0.273006779,0.377755678,translocase of outer mitochondrial membrane 22,"TOMM22 is a human gene that encodes for a protein that is an integral part of the outer membrane of mitochondria. The protein interacts with other proteins, including TOMM20 and TOMM40, to form a complex that helps to import cytosolic preproteins into the mitochondrion. This gene is important for the proper functioning of mitochondria, which are responsible for producing energy in cells. Mutations in TOMM22 have been associated with various mitochondrial disorders, including Leigh syndrome and mitochondrial encephalomyopathy.","Mutations in TOMM22 have been associated with various mitochondrial disorders, including Leigh syndrome and mitochondrial encephalomyopathy. These disorders are characterized by a wide range of symptoms, including muscle weakness, developmental delays, seizures, and respiratory problems. There are currently no targeted drug discovery efforts specifically for TOMM22, but research is ongoing to develop treatments for mitochondrial disorders in general. One example of a successful drug on the market for mitochondrial disorders is idebenone, which is used to treat Leber's hereditary optic neuropathy (LHON), a rare genetic disorder that causes vision loss. Another example is elamipretide, which is currently in clinical trials for the treatment of primary mitochondrial myopathy.",GO:0007008 outer mitochondrial membrane organization;GO:0045040 protein insertion into mitochondrial outer membrane;GO:0090151 establishment of protein localization to mitochondrial membrane,,,Mitochondria (Enhanced),,,(M5936)HALLMARK OXIDATIVE PHOSPHORYLATION
